onset	duration	eventnumber
20627	0	1
22989	0	252
24056	0	2
26938	0	252
27937	0	3
30804	0	252
31805	0	4
34523	0	252
35537	0	5
37352	0	252
38354	0	6
41519	0	252
42556	0	7
45149	0	252
46155	0	8
48716	0	252
49723	0	9
53085	0	252
54087	0	10
56683	0	252
57686	0	11
60933	0	252
61938	0	12
64822	0	252
65837	0	13
68631	0	252
69638	0	14
72071	0	252
73070	0	15
77738	0	252
78753	0	16
81349	0	252
82356	0	17
86939	0	252
87955	0	18
91347	0	252
92354	0	19
94170	0	252
95172	0	20
97498	0	252
104481	0	21
106653	0	252
107655	0	22
110650	0	252
111653	0	23
113852	0	252
114853	0	24
118338	0	252
119351	0	25
122198	0	252
123204	0	26
125618	0	252
126620	0	27
129352	0	252
130354	0	28
134470	0	252
135470	0	29
138419	0	252
139455	0	30
142101	0	252
143105	0	31
144851	0	252
145853	0	32
148498	0	252
149502	0	33
152598	0	252
153601	0	34
155748	0	252
156753	0	35
159968	0	252
160969	0	36
163414	0	252
164421	0	37
168452	0	252
169453	0	38
171998	0	252
173001	0	39
176837	0	252
177854	0	40
179684	0	252
187132	0	41
189818	0	252
190819	0	42
193435	0	252
194436	0	43
197680	0	252
198685	0	44
200566	0	252
201571	0	45
204136	0	252
205153	0	46
207196	0	252
208200	0	47
211298	0	252
212303	0	48
214435	0	252
215437	0	49
217780	0	252
218787	0	50
221664	0	252
222668	0	51
225480	0	252
226486	0	52
229920	0	252
230936	0	53
235619	0	252
236618	0	54
239170	0	252
240182	0	55
242131	0	252
243135	0	56
245366	0	252
246369	0	57
249545	0	252
250552	0	58
252801	0	252
253802	0	59
257198	0	252
258201	0	60
261200	0	252
268478	0	61
270482	0	252
271484	0	62
281019	0	252
282035	0	63
284998	0	252
286001	0	64
288930	0	252
289935	0	65
293902	0	252
294918	0	66
297783	0	252
298784	0	67
301135	0	252
302153	0	68
306166	0	252
307167	0	69
311628	0	252
312633	0	70
314716	0	252
315715	0	71
318398	0	252
319399	0	72
323934	0	252
324934	0	73
329318	0	252
330367	0	74
332761	0	252
333765	0	75
335600	0	252
336617	0	76
339050	0	252
340051	0	77
342844	0	252
343850	0	78
345831	0	252
346832	0	79
349632	0	252
350632	0	80
353334	0	252
361261	0	81
364581	0	252
365584	0	82
367680	0	252
368683	0	83
371051	0	252
372066	0	84
374882	0	252
375882	0	85
378348	0	252
379347	0	86
383012	0	252
384018	0	87
385960	0	252
386966	0	88
389632	0	252
390632	0	89
393376	0	252
394383	0	90
397081	0	252
398083	0	91
400782	0	252
401801	0	92
404198	0	252
405199	0	93
409692	0	252
410699	0	94
414661	0	252
415664	0	95
418662	0	252
419663	0	96
422928	0	252
423933	0	97
426165	0	252
427164	0	98
430598	0	252
431599	0	99
435110	0	252
436116	0	100
438195	0	252
