onset	duration	eventnumber
10682	0	1
10890	0	2
11091	0	3
11290	0	4
11489	0	5
11689	0	6
11889	0	7
12088	0	8
12288	0	9
12488	0	10
12688	0	11
12888	0	12
13087	0	13
13288	0	14
13488	0	15
13688	0	16
13884	0	17
14085	0	18
14286	0	19
14487	0	20
16736	0	252
19749	0	1
19955	0	2
20155	0	3
20355	0	4
20555	0	5
20755	0	6
20955	0	7
21155	0	8
21355	0	9
21555	0	10
21754	0	11
21955	0	99
22154	0	12
22354	0	13
22555	0	14
22755	0	15
22955	0	16
23155	0	17
23356	0	18
23555	0	19
23754	0	20
25116	0	252
29065	0	1
29272	0	2
29470	0	3
29671	0	4
29871	0	5
30071	0	6
30271	0	7
30470	0	8
30670	0	9
30870	0	10
31070	0	11
31271	0	12
31471	0	13
31671	0	14
31871	0	15
32071	0	16
32271	0	17
32471	0	18
32671	0	19
32871	0	20
34185	0	252
37999	0	1
38205	0	2
38405	0	3
38605	0	4
38805	0	5
39004	0	6
39205	0	7
39404	0	8
39604	0	9
39804	0	10
40005	0	11
40205	0	12
40405	0	13
40605	0	14
40804	0	15
41005	0	16
41205	0	17
41406	0	18
41605	0	19
41804	0	20
43384	0	252
46883	0	1
47089	0	2
47288	0	3
47486	0	4
47688	0	5
47888	0	6
48088	0	7
48288	0	8
48488	0	9
48687	0	10
48888	0	11
49087	0	12
49288	0	13
49487	0	14
49688	0	15
49887	0	16
50088	0	17
50288	0	18
50488	0	19
50687	0	99
50887	0	20
52550	0	252
56083	0	1
56287	0	2
56488	0	3
56688	0	4
56888	0	5
57088	0	6
57288	0	7
57488	0	8
57688	0	9
57887	0	10
58087	0	11
58287	0	12
58487	0	13
58684	0	14
58887	0	15
59087	0	16
59287	0	17
59487	0	18
59687	0	19
59887	0	20
61267	0	252
65150	0	1
65355	0	2
65554	0	3
65753	0	4
65954	0	5
66153	0	6
66354	0	7
66554	0	8
66755	0	9
66956	0	10
67154	0	11
67354	0	12
67554	0	13
67754	0	14
67954	0	15
68155	0	16
68354	0	17
68555	0	18
68754	0	19
68954	0	20
70335	0	252
74099	0	1
74303	0	2
74504	0	3
74704	0	4
74903	0	5
75104	0	6
75304	0	7
75504	0	8
75704	0	9
75905	0	10
76104	0	11
76304	0	12
76504	0	13
76704	0	14
76904	0	15
77104	0	16
77304	0	17
77504	0	18
77704	0	19
77904	0	20
79418	0	252
83016	0	1
83221	0	2
83421	0	3
83621	0	4
83821	0	5
84016	0	6
84222	0	7
84421	0	8
84621	0	9
84821	0	10
85020	0	11
85221	0	12
85421	0	13
85621	0	14
85820	0	15
86021	0	16
86221	0	17
86421	0	18
86620	0	19
86821	0	20
88051	0	252
91999	0	1
92204	0	2
92404	0	3
92604	0	4
92804	0	5
93004	0	6
93205	0	7
93404	0	8
93604	0	9
93804	0	10
94004	0	11
94204	0	12
94403	0	13
94605	0	14
94803	0	15
95005	0	16
95204	0	17
