onset	duration	eventnumber
35023	0	1
37170	0	252
38197	0	2
40888	0	252
41894	0	3
44841	0	252
45840	0	4
48790	0	252
49792	0	5
52725	0	252
53726	0	6
57205	0	252
58206	0	7
60453	0	252
61457	0	8
63387	0	252
64392	0	9
66706	0	252
67709	0	10
70173	0	252
71173	0	11
73222	0	252
74224	0	12
77088	0	252
78091	0	13
80508	0	252
81507	0	14
84208	0	252
85241	0	15
88141	0	252
89140	0	16
92322	0	252
93324	0	17
96790	0	252
97791	0	18
100819	0	252
101823	0	19
103706	0	252
104708	0	20
106356	0	252
115203	0	21
117423	0	252
118424	0	22
120736	0	252
121740	0	23
125337	0	252
126340	0	24
128187	0	252
129190	0	25
132175	0	252
133174	0	26
135040	0	252
136040	0	27
138840	0	252
139840	0	28
142755	0	252
143757	0	29
146924	0	252
147925	0	30
149558	0	252
150558	0	31
153502	0	252
154508	0	32
158121	0	252
159123	0	33
162373	0	252
163373	0	34
165336	0	252
166339	0	35
170521	0	252
171524	0	36
173223	0	252
174223	0	37
176639	0	252
177642	0	38
180071	0	252
181109	0	39
184323	0	252
185323	0	40
187669	0	252
197368	0	41
199853	0	252
200857	0	42
203236	0	252
204240	0	43
207354	0	252
208355	0	44
210438	0	252
211439	0	45
213720	0	252
214722	0	46
217402	0	252
218409	0	47
220486	0	252
221490	0	48
223986	0	252
224989	0	49
228105	0	252
229106	0	50
230789	0	252
231804	0	51
233587	0	252
234589	0	52
237434	0	252
238439	0	53
240939	0	252
241939	0	54
244422	0	252
245421	0	55
247886	0	252
248890	0	56
251921	0	252
252921	0	57
255723	0	252
256721	0	58
259571	0	252
260571	0	59
264717	0	252
265722	0	60
268288	0	252
282750	0	61
285686	0	252
286688	0	62
289237	0	252
290237	0	63
292352	0	252
293355	0	64
295020	0	252
296022	0	65
298818	0	252
299821	0	66
302418	0	252
303423	0	67
305820	0	252
306822	0	68
308733	0	252
309737	0	69
311917	0	252
312923	0	70
314984	0	252
315989	0	71
318437	0	252
319439	0	72
321436	0	252
322438	0	73
325923	0	252
326921	0	74
329104	0	252
330105	0	75
332374	0	252
333373	0	76
340471	0	252
341470	0	77
343767	0	252
344773	0	78
348070	0	252
349072	0	79
351151	0	252
352155	0	80
357082	0	252
365882	0	81
368002	0	252
369003	0	82
370935	0	252
371938	0	83
373933	0	252
374938	0	84
376816	0	252
377822	0	85
379870	0	252
380871	0	86
383586	0	252
384587	0	87
386967	0	252
387969	0	88
389620	0	252
390620	0	89
392799	0	252
393806	0	90
399533	0	252
400538	0	91
402786	0	252
403790	0	92
406653	0	252
407654	0	93
410588	0	252
411588	0	94
413621	0	252
414622	0	95
417052	0	252
418054	0	96
420116	0	252
421121	0	97
423053	0	252
424055	0	98
427171	0	252
428170	0	99
430304	0	252
431303	0	100
433333	0	252
