onset	duration	eventnumber
6489	0	1
8997	0	252
10021	0	2
12114	0	252
13117	0	3
16313	0	252
17314	0	4
20793	0	252
21798	0	5
25042	0	252
26047	0	6
28779	0	252
29781	0	7
32574	0	252
33582	0	8
35727	0	252
36732	0	9
39176	0	252
40179	0	10
42678	0	252
43680	0	11
45879	0	252
46881	0	12
49047	0	252
50046	0	13
52146	0	252
53146	0	14
56059	0	252
57063	0	15
59714	0	252
60712	0	16
62892	0	252
63895	0	17
65975	0	252
66980	0	18
69364	0	252
70363	0	19
72496	0	252
73498	0	20
75543	0	252
96809	0	21
99245	0	252
100244	0	22
102011	0	252
103014	0	23
106742	0	252
107746	0	24
111376	0	252
112379	0	25
115490	0	252
116497	0	26
119176	0	252
120181	0	27
123392	0	252
124396	0	28
126859	0	252
127862	0	29
130480	0	252
131481	0	30
134691	0	252
135695	0	31
137659	0	252
138664	0	32
140729	0	252
141730	0	33
145043	0	252
146047	0	34
148262	0	252
149265	0	35
152427	0	252
153429	0	36
155278	0	252
156277	0	37
158811	0	252
159814	0	38
162710	0	252
163713	0	39
165657	0	252
166663	0	40
169223	0	252
175989	0	41
178090	0	252
179095	0	42
182459	0	252
183460	0	43
186127	0	252
187129	0	44
189794	0	252
190795	0	45
192743	0	252
193745	0	46
196262	0	252
197263	0	47
199407	0	252
200413	0	48
202979	0	252
203979	0	49
207089	0	254
209495	0	50
212577	0	252
213579	0	51
216078	0	252
217080	0	52
219211	0	252
220210	0	53
222777	0	252
223777	0	54
226259	0	252
227262	0	55
228956	0	252
229961	0	56
233025	0	252
234027	0	57
236641	0	252
237646	0	58
239744	0	252
240744	0	59
242661	0	252
243663	0	60
245642	0	252
252040	0	61
254194	0	252
255196	0	62
259008	0	252
260011	0	63
262010	0	252
263012	0	64
264744	0	252
265743	0	65
267794	0	252
268794	0	66
270941	0	252
271943	0	67
276044	0	252
277043	0	68
279057	0	252
280059	0	69
282459	0	252
283460	0	70
286443	0	252
287443	0	71
290475	0	252
291477	0	72
294408	0	252
295410	0	73
297323	0	252
298327	0	74
300290	0	252
301293	0	75
303410	0	252
304411	0	76
306527	0	252
307526	0	77
310197	0	252
311194	0	78
312975	0	252
313976	0	79
315877	0	252
316877	0	80
319643	0	252
326355	0	81
329243	0	252
330243	0	82
332376	0	252
333376	0	83
335660	0	252
336660	0	84
338555	0	252
339561	0	85
342959	0	252
343960	0	86
346656	0	252
347661	0	87
350610	0	252
351611	0	88
353709	0	252
354709	0	89
357576	0	252
358576	0	90
360477	0	252
361475	0	91
363624	0	252
364626	0	92
368842	0	252
369843	0	93
372306	0	252
373309	0	94
376021	0	252
377026	0	95
380155	0	252
381160	0	96
383955	0	252
384961	0	97
386775	0	252
387776	0	98
390326	0	252
391326	0	99
393374	0	252
394377	0	100
396539	0	252
