onset	duration	eventnumber
17275	0	1
20087	0	252
21124	0	2
23653	0	252
24673	0	3
26849	0	252
27854	0	4
30019	0	252
31020	0	5
33815	0	252
34819	0	6
37033	0	252
38071	0	7
40864	0	252
41869	0	8
44303	0	252
45304	0	9
47618	0	252
48619	0	10
51670	0	254
54235	0	11
56053	0	252
57069	0	12
59049	0	252
60052	0	13
62904	0	252
63920	0	14
65647	0	252
66652	0	15
68402	0	252
69403	0	16
73481	0	252
74486	0	17
77802	0	252
78802	0	18
80966	0	252
81970	0	19
88429	0	252
89436	0	20
92234	0	252
98913	0	21
100947	0	252
101954	0	22
104482	0	252
105486	0	23
107581	0	252
108586	0	24
110300	0	252
111300	0	25
114768	0	252
115767	0	26
119166	0	252
120167	0	27
122294	0	252
123299	0	28
127828	0	252
128835	0	29
131648	0	252
132653	0	30
135902	0	252
136902	0	31
139851	0	252
140853	0	32
144064	0	252
145066	0	33
147115	0	252
148120	0	34
150566	0	252
151567	0	35
153381	0	252
154385	0	36
160702	0	252
161718	0	37
163782	0	252
164786	0	38
166964	0	252
167967	0	39
170445	0	252
171452	0	40
174278	0	252
180862	0	41
182713	0	252
183716	0	42
186050	0	252
187052	0	43
190029	0	252
191034	0	44
193313	0	252
194317	0	45
196330	0	252
197333	0	46
200632	0	252
201634	0	47
204001	0	252
205017	0	48
207249	0	252
208248	0	49
211312	0	252
212315	0	50
216729	0	252
217732	0	51
219596	0	252
220600	0	52
222931	0	252
223933	0	53
226413	0	252
227414	0	54
229494	0	252
230499	0	55
233176	0	252
234183	0	56
239343	0	252
240350	0	57
243776	0	252
244781	0	58
246813	0	252
247818	0	59
250331	0	254
252614	0	60
254865	0	252
261277	0	61
263230	0	252
264235	0	62
266862	0	252
267865	0	63
271696	0	252
272698	0	64
275146	0	254
277433	0	65
280066	0	252
281081	0	66
283296	0	252
284299	0	67
286297	0	252
287298	0	68
289513	0	252
290516	0	69
292647	0	252
293648	0	70
295794	0	252
296796	0	71
300632	0	252
301648	0	72
303677	0	252
304682	0	73
307001	0	252
308013	0	74
310431	0	252
311430	0	75
313495	0	252
314533	0	76
317345	0	252
318347	0	77
324149	0	252
325163	0	78
328628	0	252
329630	0	79
332748	0	252
333765	0	80
338529	0	252
344976	0	81
347380	0	252
348379	0	82
351129	0	252
352132	0	83
354443	0	252
355447	0	84
359298	0	252
360313	0	85
362442	0	252
363447	0	86
365624	0	252
366629	0	87
370757	0	252
371764	0	88
374760	0	252
375764	0	89
378147	0	252
379146	0	90
383064	0	252
384063	0	91
386158	0	252
387163	0	92
389128	0	252
390132	0	93
392791	0	252
393796	0	94
396797	0	252
397796	0	95
401094	0	252
402097	0	96
404781	0	252
405795	0	97
407762	0	252
408764	0	98
410959	0	252
411965	0	99
413793	0	252
414795	0	100
417010	0	252
